,User,Date,Review
790,sanjay_0076,6 months ago,"0:06 la lion,suriya nadichadu ,sirutha karthi naduchadu , and ippo puli vijay nadichadhu ,, suriya vum karthi um vikram la vanduthunga ippo vijay 
ITS CONFORM A LCU 's MOVIE"
791,Sunil-nz1mv,1 year ago,"Extremely happy to see Kamal on screen once again and ofcourse those Malayali actors along with Tamil super stars. Kamal was once just like a Malayali actor, an integral part of the industry and he has played exceptional roles in Malayalam. "
792,user-jv4ie4gr9g,6 months ago,Ithupolathe oru item waiting T67 
793,jp.rabinajith4806,1 year ago,யார் என்று தெரிகிறதா!!! இன்றும்  என்றும் உலகநாயகன் கமல்ஹாசன் 
794,subhambanerjee4746,7 months ago,One best trailer ever maide tamil cinema and indian cinema pushpa. Kgf chapter 2 . Children for this movie 
795,vyshakreghukumar995,1 year ago,"So many Malayalee talent! Honestly I was surprised to see Chemban Vinod Jose. Narain was very brief. Fahadh as usual rocks. Really excited to see the massively talented Vijay Sethupathi, and of course the pride of our nation Kamal Haasan. Best of luck to the entire team. "
796,ramerramer8922,7 months ago,#Thalapathy67 
797,jaffna3606,6 months ago,Othaaaaa eanaa trailer da paaaa trailer paathathukee ipdi goosebumps aakuthu 
798,baratis.passion,1 year ago,OMG ... Goosebumps ... Eagerly waiting for the movie
799,mipunpegu-studyknowledge6544,5 months ago,தலைசிறந்த படைப்பு
800,follow_the_leader_143,7 months ago (edited),0:10 
801,juniornithya4958,1 year ago,புதுப்புது ரயில்கள் வேகமாக போனாலும் அதில் ஓடிவந்து சாமர்த்தியமாக உட்கார்வது கமலஹாசன் சிறப்பு
802,r.pdinesh7609,10 days ago,️‍
803,santhosh5528,5 months ago,Happy Birthday Loki Na 
804,NipunDewangan,1 year ago (edited),KAMAL HASSAN+VIJAY+ANIRUDH+SURIYA+FAHADH+LOKESH=DEADLY COMBO 
805,srkxhamza,4 months ago,Kamal Hassan at the age of 68 
806,thimingalam66,8 months ago,Last 30 secs 
807,splendersaran6462,1 year ago,விடாமுயற்சி விஸ்வரூப வெற்றி இதற்கு சிறந்த உதாரணம் நம்ம உலகநாயகன் கமல்ஹாசன் தான் ️️️
808,aravindmurugan8786,2 months ago,1 year of vikram!
809,mkeditefx07,7 months ago,Thalapathy 67 on the way 
810,gshankargurusamy7612,1 year ago,பொதுவாக நான் theatre க்கு போவது sounds காக மட்டும் தான் இந்த முன்னோட்டத்தை பார்க்கும்போது என் காதுகளுக்கு மிக பெரிய விருந்தாக அமையும் என்று 100% நம்புகிறேன்....
811,unknown_user596,6 months ago,who's are After seeing t67 update 
812,matrexlife197,5 months ago,Imagine this putting you to sleep ️
813,matmeisterprod.1968,1 year ago,Fact - neraiya 2k kids ku idhu thaan first time kamal sir movie in theatre 
814,Nothing-sb8sp,6 months ago (edited),After LEO promo anyone watching like me?
815,bundubashing,1 year ago,I love Tamil movies!!! So excited to see this!
816,Rahat03,2 months ago,Vijay sethupati
817,akcreationz9945,1 year ago,"PURE GOOSEBUMPS 
STARTING WITH ULAGANAYAGAN VOICE.
ANI'S BGM
VJS N FAHID FASIL
Pakka Lokesh Padam

UlagaNayagan once again going to prove what is tamil cinema capable of"
818,lune.024.,4 months ago (edited),Aaandavar 
819,vijaybala4666,6 months ago,Thalapathy 67 promo itha Vida massa ha irukka pothu  thalapathy 
820,saisam7078,1 year ago,நேற்று இந்த டிரெய்லரை 3 தடவை நம்மவரோடு பார்த்ததில் மிக்க மகிழ்ச்சி ️️
821,s.amutha8537,1 month ago,I am wait leo trailer
822,user-ev5ty2ou1v,7 months ago,Waiting for T67 
823,mrragul659,1 year ago,ரொம்ப நாள் கழிச்சு நல்ல ஒரு வேட்டை காத்திருக்கு 
824,FarhanMohamed360,2 weeks ago (edited),Leo trailer varum varaikum idha pathu veri eathalamnu vanthen.... Varata mameee durrr 
825,silentkiller1950,6 months ago,He arrivedLeo
826,mrTamilaNadu,1 year ago,என்னோட வாழ்க்கைல ஒரு Trailer அ இத்தன முறை பார்த்ததில்லை டா .... Am waiting 
827,Expert_Tnk,2 weeks ago,LEO - Glimpse  paathavanga yaarachum irukingala
828,dusskysoul1522,1 year ago,Lokesh kanagaraj sir️..Aandavar️..No words..Just waiting 
829,gowthamprabakar6222,6 months ago,Leo promo pathuttu vanthavanga yaruu
830,SFILMS-ky8gx,6 months ago,Who after Leo
831,kalakkalchannelkalakkalchannel,1 year ago,வயசானாலும் ஸ்டைலும் அழகும் உங்கள விட்டு போகலங்கறது கமல் சாருக்கும் மிகப் பொருத்தம்
832,vijaykumarvijayb9213,7 months ago,....a enna padam ya sema 
833,Suriya_offl,7 months ago,"In climax Rolex sir smile transformation was reckless pure villianism, SEEING rolex sir i am getting vibes this time villain should win and heroes lose"
834,allahisgreat4171,1 year ago,This is our turn to prove ourself ..come on Kollywood & Mollywood  We tamilans & malayalis ...nammaku powlikaam 
835,Thalapathay_Vijay_Official,8 months ago,Who is wait For Thalapathy 67 Trailer 
836,santhoshs2704,7 months ago,Thalapathy 67 waiting
837,hindibollywoodromanticsongs,1 year ago,சூப்பர் ஸ்டார் ரஜினிகாந்த் ரசிகர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள் 
838,pkStudioump9pk3,7 months ago,2023.....who watching legendary trailer?
839,extraordinary_person007,1 year ago (edited),"Oh man what a legend actor.... The greatest actor of all time. Sir Kamal Haasan  watch his old movies .... He only he can match any role , perfectly .... The best actor of this generation "
840,Rolex_Meiyar,1 year ago,"k = king 
a =Acting 
m =master 
a  =Arasiyal Aasan 
l   =legend "
841,sureshmahi8171,6 months ago,Yarallam thalapathy 67 epdi irukumnu therinjika vikram trailer pakka vanthingalike pannunga
842,baskarbabu6692,8 months ago,Loki next sampavam thalapathy 67 loading.... 
843,Rolex_Meiyar,1 year ago,விக்ரம் படம் மாபெ௫ம் வெற்றி பெற சூா்யா ரசிகர்கள் சார்பாக வாழ்த்துகள் ஆண்டவரே...
844,alamelusridhar1546,6 months ago,Oh god here itself by showing cast they hinted us the character introduction in movie
845,helios_0o0,2 months ago,One year of Masssive movie
846,ashwinbalajikrishnan3893,1 year ago,"Trailer Vera Level 
Kamal Haasan + VJS + FaFa + Lokesh Kanagaraj = "
847,navinrajnavin5394,7 months ago,Motha industry ke comeback kodutha lokesh - kamal combo gethu kaamichiduchi
848,santanuadhikari4918,6 months ago,Kamal Hasan Sir ne jo acting aur action dikhai iss age mai agar Bollywood hota toh pant mai haag deta 
849,sidhickhaswath3535,1 year ago,"நடிப்பின் நாயகன் × உல‌க‌ நாயகன் × மக்கள் செல்வன் × FAFA


SOMETHING BIG IS COMING "
850,karnasachin4435,6 months ago,Kamal sir 
851,spydereye3593,6 months ago,Now we get to know who is singam  Thalapathy
852,siddhuthegreat3880,1 year ago,"Aandavaaaaaaaaaaaaaa  Ulaganayagan  Universal hero 
Loki+fafa+suriya+vjs+ani+Arjun das
1:30 2:09 2:29 Goosebumps 
This is gonna b a blast "
853,dineshs3575,6 months ago,1:28 Surya's character Revealed in Trailer
854,rouvenrim3421,6 months ago,Anyone after Leo title reveal promo 
855,gameboychannel1510,7 months ago,Vikram movie is 
856,jayakumargaming8360,6 months ago,After THALAPATHY 67 update 
857,TamilSelvan,1 year ago (edited),It's TIME for VIKRAM - MASS
858,gokulmech5717,6 months ago,Leo trailer ku wait panravanga oru like podunga....
859,darwinjacob7121,6 months ago,Thalapathy 67 lcu ️
860,rcya2244,1 year ago,"I am from Karnataka even though I didn't understand Tamil. I watched trailer,After watching the trailer Ihave goosebumps. It is because of Kamal Hassan sir outstanding acting, Lokesh Kanagaraj master class direction  and Vijay Setupathy,Fahad Fazil swag takes this trailer to next level"
861,KANNANS-rl6xb,5 months ago,1:26 to 1: 28 ROLEX   
862,Suriya_offl,7 months ago,We want Rolex stand alone movie
863,Eshwar_Kailash_Vlogs,1 year ago,That frame 0:10  Suriyaa Annan 
864,kalaiyarasirk3454,1 month ago,Ithu tha masss
865,vijayarohanmech4015,6 months ago,LEO
866,SK-ll3zy,1 year ago (edited),Super star fans சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள் 
867,luffy-st3ef,1 month ago,Peak fiction 
868,ritheshkumarkr3591,7 months ago,Andha 2:11 scene le kamal sir fire pannumbodu parakkratha namma Lokesh annana?!!
869,malishajarin5653,1 year ago,3 Genius with thrill & action  And off course Suriya also added 
870,Arjun-zs5qn,6 months ago,Thalapathy 67 
871,alinfemi,3 months ago,"MONSTER...  "" LEO ""  .. loading...️"
872,Warlocke,1 year ago,"ഫഹദ്, ചെമ്പൻ വിനോദ്, നരേൻ  അതും Fahadh കട്ടയ്ക്ക് with Ulaga Nayagan and Makkal Selvan 
This isn't just a movie, this is something colossal. 
Thank you Kamal Sir. Lots of love from Kerala"
873,uniquerahulyt8261,6 months ago,Believe me this lokiverse will  soon
874,gramathukuyilselfieshalufa8066,1 year ago,Kamal sir always ultimate world best actor powerful person I am waiting Vikram movie  very super acting
875,dinesh.d4393,6 months ago,After LEO
876,memorablemoments001,5 months ago,Love from odisha ️
877,CHITUS,1 year ago,உலக நாயகன் அப்டினு் நிருபிக்க தேவை இல்ல…Trailer ah பாத்தாலே தெரியும்..3 times பாத்தாதான் நமக்கு இந்த படம் புரியும்️️️
878,sidharthsuresh333,4 months ago,
879,_zr77..26,4 months ago,Best of mass sir
880,trailers775,1 year ago,படம் வெற்றி பெற தி லெஜன்ட் ரசிகர்கள் சார்பாக வாழ்த்துக்கள் 
881,andavaraquarium8998,6 months ago,Who is watching after leo title teaser
882,eyemaxmedias1107,6 months ago,kamlahaasan
883,v______r441,1 year ago,Fahad fasil ரசிகர்கள் சார்பாக படம் மாபெரும் வெற்றி பெற மனமார்ந்த வாழ்த்துக்கள்
884,kishore3,6 months ago,Leo  thalapathy
885,mrTamilaNadu,1 year ago,படத்தில் நிறைய Goospumbs ஆன சீன்ஸ் இருக்கும் னு நெனச்சே...ஆனா படமே Goospumbs அ இருக்கும் னு நெனச்சே பாக்கல  semma movie 
886,sunlifeofnarenandkarthi2866,6 months ago,Who is kamal ayya fans attention please
887,MRSTE,6 months ago,Thalaivar Kamal massuh
888,abinash3118,1 year ago,"""Vikram"" is one of the most anticipated biggest action movie which stars- Universal Hero Kamal Haasan, Makkal Selvan Vijay Sethupathi & Mollywood Sensation Fahadh Faasil. It is helmed by ace director Lokesh Kanagaraj and music by pan world musician Anirudh Ravichander. Excitement has reached to next level after watching this breathtaking trailer."
889,kisheannarayanasamy4739,8 months ago,Thalapathy 67 LCU ️‍
890,RAMG.108,3 weeks ago,
891,madhuvanthisubramanian5957,1 year ago,I think Surya going to be act as kamal sir's son role in vikram part 2.... ( in trailer there is a boy baby with kamal) ...if it is right..... this movie is just trailer for mass attack on part 2 
892,sanjaikumar1011,7 months ago,Varisu Mudinchi Now it's time for Thalapathy 67 Promo Update
893,nikkybartender3127,5 months ago,"Loki make us mental!!! 
His creation beyond our expectations..."
894,mrkodambakkam5280,1 year ago,"யார் என்று புரிகிறதா
இவன் தீ என்று தெரிகிறதா vikram "
895,kalaivani7858,5 months ago,After LEO tittle watching 
896,saranyasanjay5545,6 months ago,He is the one who can be a good hero like thala ak
897,augustinvincent4575,1 year ago,2:27 making the feel of Old Vikram.. Vikrammmmmmmmm Goosebumps moment. Padam vera level for sure thaaa pathukalam 
898,c.yesurajany.chandrapaul1922,2 months ago (edited),இனிய பிறந்தநாள் நல்வாழ்த்துக்கள் விக்ரம் திரைப்படம். In 1 st year.3.6.2023.சனி(3.6.2022) wish you Happy Birthday to vikram movie. in 1 st year 3.6.2023.saturday (3.6.2022)
899,salimsalimam,6 months ago,Leo is coming 
900,vishnuvellingiri932,1 year ago (edited),2:15 Fahad️‍....VJS that  look and aandavar all time mass..
901,karthik_1112,6 months ago,Time for leo️‍
902,itsgauravvlogs46,2 months ago,Rolex sir 
903,aswathsanjeevan9726,1 year ago,"The combo 
Vikram 
Surya 
Fahad Fazil 
Vijay Sethupathi 
Game over "
904,dineshff5680,5 months ago,Yochi parunga  LEO TRAILER epdi irukum nu ......19/10/23....என்றும் Thalapathy.....
905,di4015,1 month ago,L E O....
906,sekart3250,1 year ago,உலக நாயகனை திரையில் பார்த்து மூன்று வருடங்களுக்கு மேலா விட்டது ஒர் தரமான சம்பவத் திற்காத காத்திருக்கின்றோம் 
907,arafathm9668,6 months ago,Kamal Hassan️
908,skmemes5471,6 months ago,Leo is coming 
909,deepakmahto8340,1 year ago,Surya  main villain  can’t wait Bollywood game over all 4 legend comes together Vikaram ..Vikaram ..Vikaraaaaaaaaaammmmm 
910,tanzirhasan6092,5 months ago,VIKRAM 2 RELEASE DATE PLEASE!!!! 
911,jehankavin3218,6 months ago,Who all are after  thalapathy 67
912,OrganicFarmingIndia,1 year ago (edited),"Superb movie, Kamal Sir , Vijay Sethupathi  , Fahad "
913,imgeditz1984,7 months ago,Varisu 
914,nandufreefire2237,6 months ago,Surya fan
915,abilash3402,1 year ago,2022 ல இன்னு ஹிட் தமிழ் படம் ஒன்னு கூட வரலன்னு சொன்னீங்களே.... இதோ வந்துருச்சு VIKRAM
916,ashv640,6 months ago,Nice trailer
917,RaviKumar09912,6 months ago,After watching Leo promo 
918,rajakathirvel7784,1 year ago,"The Group Of Acting Legends - Kamal Sir ,Fahad & Sethupathi will set the Screen on Fire "
919,sahil12718,6 months ago,movie
920,itsbgm9071,5 months ago,Trailer ku addicted ayiten pakanum pola thonite irukku next leo trailer ku tha waiting athu epdi irukkapotho 
921,supremercy4428,1 year ago,"1.1M Likes 
#Vikraaaaam
Aandavar...."
922,musicmagician9974,6 months ago,leo 
923,parthibanappu4245,4 months ago,Leo 
924,moorthikin1878,1 year ago,I'm only 18y old.I watched lots of movies but Kamalhassan movies are unique.He is a legend 
925,mohanbob3433,6 months ago,"Singam ,Puli ,siruthey
Singam Surya acted movie
Puli Vijay acted movie
Siruthey Karthi acted movie 
Karthi in kaithi 
Surya in Vikram
Vijay T67
LCU==== 
Bayangarama irukum T67 Padam
THALAPA fan from Bangalore"
926,haroonrasheed769,3 months ago,Fav 
927,rameshannappan3936,1 year ago,Excellent filmmaking .. The colour used in this movie is set the mood of ever scene.. I can see this in all Lokesh movies..
928,junaidjunnu5473,2 months ago,One year of vikram..... Jun.. 3
929,Masrafi444,3 months ago,Just fire🇧🇩
930,madhichannel,1 year ago,"please support Vikram guys they have done so much hard work for this movie Vikram we don't have rights to spoil or scold no haters ️ವಿಕ್ರಮ್ , विक्रम വിക്രം విక్రమ్ விக்ரம் Vikram all fans together celebrate"
931,driger7948,7 months ago,Its tamilans time
932,siddiqsid5710,6 months ago,Thalapathy 67
933,singlejeeva1827,1 year ago,இந்த வருடத்தில் இந்தப் படம் ஆவது மாபெரும் வெற்றியடைய வேண்டும் என்று எண்ணி ஏங்கும் ரசிகர்கள் சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள் 
934,user-fm3tr8mo9i,6 months ago,"Kaadu nu onnu iruntha singam(LEO), puli, sirutha vetaiku pogum....."
935,delhikrishnan9079,8 months ago,Mass
936,TheLastVoyager98,1 year ago,ചുമ്മാ തീകട്ട waiting
937,surenthiranstudio2746,1 month ago,Anyone here after RISE TO RULE
938,arvindsubramaniam2769,7 months ago,Novv waiting for #T67
939,himanshuvirmani5125,1 year ago,"I am a big fan of Kamal Hasan Sir, Vijay Sethupathi Sir and Fahad Bhai……….           It’s a humble request to the Makers please Do Proper Pan India Promotions Because North India is not fully aware of the potential of these 3 actors and whole India should witness this amazing combination"
940,pratheepkumar9482,5 months ago (edited),GOAT Trailer
941,thalapathy4945,1 month ago,after leo first single
942,PewerTrolls,1 year ago (edited),എജ്ജാതി തീ സാനം 
943,Thlapathy,1 month ago,Naa Ready songs after 
944,NipunDewangan,6 months ago (edited),#THALAPATHY67 #LCU
945,saranyavlogspondicherry,1 year ago (edited),தரமான டிரெய்லர்   படம் வெற்றி பெற வாழ்த்துக்கள் 
946,atombionic8138,4 months ago,Rolex entry 
947,vibe._.mood8610,6 months ago,#leo .....
948,dream_catcher1238,1 year ago,"Nothing only goosebumps on seeing this trailer 
Andavar . Makkal Selvan . FaFa 
Being a hard core FaFa fan., can't wait to see him in this 
Nammude Ikka pwoli ah mwonee 
#FahadSupremacy"
949,siraja8253,6 months ago,Leo ×Vikram×Kaithi
950,gameswithvishwa3525,7 months ago,Enna pandam eduthalum entha Mari padam varathu goosebumps
951,Rolex_Meiyar,1 year ago,"கடின உழைப்பு, விடா முயற்சி விஸ்வ௹ப வெற்றி இதற்கு காரணம் நம்ம ஆண்டவர் தான்..."
952,vigneshbabugowda,1 month ago,Vikram Vikram Vikram... Kaadhu kizhiyidhu. 
953,worldwide0982,7 months ago,
954,udaysharma3646,1 year ago,Kamal Hassan Sir still looks so young and lively. He's a legend. This movie doesn't need any good wishes. It's already declared as blockbuster.
955,itsbgm9071,6 months ago,Goat Trailer  one of the best trailer (Vikram)
956,newmoviehd124,7 months ago,After varisu trailer any one here
957,spyderman2771,1 year ago,I'm from tollywood but eagerly waiting for this massive combo....
958,_rx_deena_,6 months ago,THALAPATHY 67 
959,_zr77..26,4 months ago,Best of mass sir
960,selvaraja11,1 year ago,"Action and Blockbuster movie in Tamil Cinema.... 
Fantastic Music for Anirudh.... "
961,shafeek_ktr8483,1 month ago,Still watching 
962,ajinjohnson819,5 months ago,1000 times watched
963,PrasenjeetStudioCreations,1 year ago, Again A Masterpiece    By Masters... So Excited for This Movie 
964,viharikrishnan5588,7 months ago,
965,APGYt,8 months ago,"Rolex entry very 
But proud of Vikram please Vikram 2 coming"
966,AarthiRaman,1 year ago,Looking forward to it 
967,sivansivan8937,7 months ago,Vikram is   Mr bean and sandhanam is vijay sethupathy and Rolex is surya  
968,sivansivan8937,7 months ago,Vikram is   Mr bean and sandhanam is vijay sethupathy and Rolex is surya  
969,dr.p8654,1 year ago,Kamal Hassan + Fahad Fassil + Vijay Sethupathi + Nadippin Nayagan Suriya = 
970,sivansivan8937,7 months ago,Vikram is   Mr bean and sandhanam is vijay sethupathy and Rolex is surya  
971,pandiyarajang1804,6 months ago,Leo .....
972,johnsonvlogs6292,1 year ago,எங்க கிட்ட யும் படைகள் இருக்கு இறங்கி அடிப்போம் தமிழ் movie 
973,NikilNikil-qv4yw,2 weeks ago,Who comes after Antony das promo 
974,BoomibalanMurugesan,6 months ago,Who watched after leo promo
975,nagulchelladurai1045,1 year ago,Vera level trailer Goosebumps guarantee. Aandavar is back. Vikram movie trailer kola massu️️️️
976,ms4cutzz,1 month ago,1:28 ️
977,giridharkumarmarigarla6359,6 months ago,Design of the title looks like eagle 
978,murugadoss3567,1 year ago,"1986 பழைய விக்ரம் ரசிகர்கள் சார்பாக ::  "" 2022 விக்ரம் "" திரைப்படம் வெற்றி பெற வாழ்த்துகள் ️ ️ ️     "
979,luies3468,6 months ago,0.10️‍
980,hridoykhanfarshi8139,7 months ago,One name  always remember this name is Rolex sir just sir Yes sir
981,SaManishManikandan,1 year ago,"God of Cinema ஆண்டவர் 
Waiting for Vikram "
982,voiceofcommon1269,1 day ago,Still 
983,aspirin_zin7,6 months ago,Best ever
984,kabilankabilan8992,1 year ago,வெறித்தனமான காத்திருப்பு ஆண்டவருக்காக 
985,janagankumar3295,6 months ago,Leo'pard 
986,geethalakshmi6872,1 month ago,Better than overbuiltup kgf2
987,happyharish2938,1 year ago,kamal sir+vijay sethupathi sir+fahad fazil sir=vera level acting
988,narikootam9657,6 months ago,"Singam - suriya
Puli       - thalapathy
Siruthai - karthi  power of lcu"
989,raguram.s4735,7 months ago,Who are Waiting for thalapaythy 67 ?
990,iamsb33,1 year ago,"ஆண்டவர் மீண்டும் இந்திய சினிமாவையும், முக்கியமாக தமிழ் சினிமாவையும் இளம் சினிமா ரசிகர்களையும் தன்னை நோக்கி திரும்ப வைத்தள்ளார் என்பதில் எள்ளளவும் சந்தேகமில்லை. கமல் சாருகக்கு இந்திய சினிமாவின் கடவுள் என்ற விருதை மத்திய அரசு அரசியல் பகை பாராமல் வழங்கி கவுரவிக்கவேண்டும்"
991,samuelmekaat7722,7 months ago (edited),If Rajinikanth Did a Remake on Manithan by Lokesh Kanagaraj then. Ajith Kumar can play The Villain.
992,diwansab437,3 days ago,Only anirud
993,kavinraj4614,1 year ago,படம் வெற்றிபெற திடீர் Yash Fans சார்பாக வாழ்த்துகள் 
994,bulletthotta4769,6 days ago,Jailer Blockbuster after see this trailer 
995,surabp6569,2 weeks ago,"One and one only Ulaga Nayakan...
Naayagan veendum varaa..ettu dhikkum alai thane..."
996,DrFaem,1 year ago,ഇതിന് FDFS തന്നെ 
997,Arunrahulkarthi,6 months ago,In vikram movie lokesh had done an minor error during interrogation scene b/w narain and fahad where fahad will b showing some newspaper headlines to the audiences in that newspaper the date wil b mentioned as mar 2018 but the actual date is mar 2019 I dnt know how they able 2 miss to spot this big error in dat movie
998,rohanrossi2366,6 months ago,Loki x kamal sir 
999,blckhousewolf7289,1 year ago,Lokesh + Kamal Hassan Sir +Fahaad + Makal Selvan Vijay Sethupathi + stunts and ofcourse Biriyani = Mass
1000,rambo32932,2 months ago,Loki 
1001,user-ue3qq1bn5b,6 months ago, Leo
1002,SHAD.O,1 year ago,"He is back to claim, at the boxoffice, what is rightfully his.
The first bonafide superstar of southern India.️"
1003,aromalvr6457,1 month ago,
1004,mohamedahamed772,6 months ago,
1005,FoodismBro,1 year ago,"Life la enna problem vanthaalum seri 
Keep calm and Believe Aandavar dialogue  - *Tha paathukalam "
1006,ansaranzal6838,7 months ago,Thalapathy 67
1007,anilkumarn6976,6 months ago,That biriyani 
1008,THALAPATHY-VARAHI,1 year ago (edited),"நீ வெற்றி பெற்றவன்
இமயம் தொட்டு விட்டவன்
பகையை முட்டி விட்டவன் 
தீயை சுட்டு விட்டவன் உன் வீரமே வாகையே சூடும்..
விக்ரம்... விக்ரம்..
பகைவனுக்கு அருள்வது, பிழையே பகைவனை அழிப்பது முறையே.. பொறுப்பது புழுக்களின் இனமே...
எதிர்ப்பது புலிகளின் குணமே..

தேர் செல்லட்டும் உன் பேர் வெல்லட்டும்
ரத கஜ படை எங்கும் செல்லும் விண்ணை வெல்லும்
வானும் மண்ணும் உன் பெயரை சொல்லும்.... ️
உலக நாயகனே எங்கள் கமல் ஹாசனே ️ படம் மாபெரும் வெற்றி அடைய அகில உலக AK ரசிகர் சார்பாக வாழ்த்துக்கள் ️"
1009,Ishankishann,6 days ago,
1010,muneeswaran1237,4 months ago,Vikram movie hero aniruth
1011,staywithhumanity1167,1 year ago (edited),தமிழ் சினிமாவின் வேட்டை ஆரம்பபம்.
1012,althafsharaf7116,6 months ago,Kamal Hasan saying the first dialogue lion  Reference of leo thalapathy vijay
1013,indrarathinam2597,1 month ago,Any suriya fans like there goosebumps
1014,sreedevniju2090,1 year ago,"FaFa
Vijay sethupathi
Naren
Chemban vinod
Kamal haasan
Wt a deadly combo yar️‍"
1015,itspecialist5065,7 months ago,
1016,ashv640,6 months ago,Nice music
1017,yadhukrishna5720,1 year ago,Ulakanayakan coming back. This is not a movie its a relationship and friendship in south indian industry. ️ 
1018,dilleshkmit4275,6 months ago,Who is here after Leo Teaser
1019,kinganish3056,6 months ago,
1020,gunamayu8144,1 year ago,எப்பா இன்னா டா வேற லெவல்ல இருக்கும் போலயே
1021,meluckykagra3292,5 months ago,Picture he picture 
1022,umeshprageesanan1385,3 weeks ago,any #RolexSir fans here
1023,Rolex_Meiyar,1 year ago,யாரெல்லாம் FDFS க்கு போய் பார்ப்பிங்க  Waiting for this movie... 
1024,mohamedrifkhanrifkhan3743,2 months ago,One year of Vikram any one
1025,jayasurya8763,6 months ago,Hats of loki
1026,haridassgamingyt201,1 year ago,"1986 old Vikram movie la ""surya"" child actor ah pannirukaru ethana perukku theriyum.... Tharamana sambam etho irukku..."
1027,Abineshsams,1 month ago,Movie paathutu trailer paakravanga oru like ah potu vidunga
1028,arunkarthi6286,6 months ago,#leo  #thalapathy67
1029,felixyt5127,1 year ago,Most waitd one summa athuruth
1030,cringepandrom3877,6 months ago,Leo  Bloody Sweet 
1031,Y_A_T.,5 months ago,I guess the third introduction may be  LEO (Leopard)
1032,suryad4684,1 year ago,Lokesh kanagaraj சார்பாக படம் வெற்றி பெற வாழ்த்துக்கள் 
1033,fftamizhan9217,1 month ago,Once upone a time ipo everu paakurathu trailer
1034,manojmg6511,6 months ago,LEO 
1035,pratheeprevathi6266,1 year ago,"அன்றைய விக்ரம் பயமா இருக்கா,
இன்றைய விக்ரம் அதவிட பயங்கரமா இருக்கும்"
1036,AdithyanCm_,6 months ago,1:28 
1037,SanRathinam,1 month ago,லியோ ப்ரோமோக்கு அப்புறம் இங்க வந்தவங்க யாருலாம் இருக்கீங்க 
1038,Balaji-lx4xc,1 year ago,படம் பார்த்து விட்டு வரவங்க இருகிங்களா . KGF மாறி படம் தமிழ்ல இல்லனுறதுகு சரியான -  தரமான பதில் இந்த படம் .
1039,thebeastss2796,7 months ago,Fantastic movei I ever seen
1040,PrabhuPrabhu-tg9vh,2 months ago,One year of Vikram
1041,Sujinthoughts1,1 year ago,Vera level thalaivere ️️️
1042,pranavshinde1861,7 months ago,Waiting for rolex entry in vikram 2
1043,Travel_Treasure,2 months ago,1 Year of Vikram
1044,malaysiaakfanunited3096,1 year ago,2.09 goosebumpsFirst Congratulations to Vikram team & All the best to entire teamit's 100% Lokesh Kanagaraj filmAandavar is backஇவரு gangster இல்ல indian சினிமா monstertrailer vera level sambavam kola massfinally “**tha parthukalam”
1045,shortsonyoutub5758,7 months ago,Aafat movie h bahi
1046,arikrishnaam8787,8 months ago,1:07 i feel kgf military force
1047,mrTamilaNadu,1 year ago,"Kamal Haasan
Fahad fasil
Vijay sethupathi
Naren 
Arjun das
Kalidas jayaram
Antony verghese 
And Surya 
This is top precious for waiting Vikram "
1048,balajeeharish,7 months ago,Bring in thala and thalapathy for the Lokesh kanagaraj conglomerate
1049,alaparaigallite3031,3 months ago,Only fireeeeeeeeee
1050,shanutarak82,1 year ago,Adipowli super adiripoyindhi Kamal sir Fafa and makkala selvam ️️️️ National Award winning trio  Wishing the team a great success from NTR fans 
1051,m10editionM10,7 months ago,LAST 10 MINUTES OF ROLEX️️
1052,thilagatalks4967,7 months ago,Who came here after watching thunivu and varisu trailer? 
1053,SaiKiran-wi5hf,1 year ago,That Browning M2 shooting scene!!! Summaa goosebumps!!! #KamaltheDevil
1054,ariraj3111,1 month ago,Ieo waiting
1055,being_who7992,5 months ago,Vikram 2 the biggest movie in movie history
1056,user-dm1yx7qz6h,1 year ago,"ఊర మాస్. ఈ సినిమా తెలుగు రాష్ట్రాలలో కూడా చాలా రేట్ పలికింది. ఈ సినిమా మీద చాలా అంచనాలు వున్నాయి తెలుగు ప్రేక్షకులకి కూడా, ఇ సినిమాను pan-indian cinema లాగా విడుదల చేస్తే బాగుండు "
1057,nammachannelworld4044,1 month ago,next LEO
1058,newmoviehd124,3 weeks ago,0:12 just waiting LEO.
1059,vijayenergy5167,1 year ago,ஓரு நல்ல கமல்  படம்  பாத்து ரொம்ப நாள் ஆச்சு..... Am waiting 
1060,learnwithvishnu_,1 month ago,"After watching LEO trailer
Some youtube decoder's be like
Va arunachalam nee inga da varuvan nu terium"
1061,pop7yy518,2 weeks ago,Nice show 
1062,ethirajpillai,1 year ago,"எல்லாரும் கடவுள வேண்டுங்க., நம்ப தமிழ் படம் ஒரு புரட்சி செய்யணும்.... "
1063,udaysharma2802,1 month ago (edited),"Who is not here after vikram 1889
And after watching [ LEO ]"
1064,KkRRKK-jf9ry,13 days ago,Waiting for leo movie
1065,BineeshBastinOfficial,1 year ago,"ടീമേ..
Super "
1066,archilpnd,2 days ago,Kamal hassan best actor of india
1067,thimingalam66,6 months ago,LEO 
