,User,Date,Review
523,geojam7642,1 year ago,Best Thriller action packed entertainer of all time.
524,mrkeshav801,1 year ago (edited),surya sir killing  it this last moments game changer the movie for rolex sir
525,sambhram.l212,6 months ago,"T67 
Die hard fan of Thalapathy"
526,pointbreak18,1 year ago,"He is bench mark for every actor,"
527,rahulr8258,6 months ago,Bloody sweet 
528,jeswanth0759,1 year ago,0:53 this shot
529,rampache994,1 year ago,Harder than harder its fire 
530,belimgaming1368,11 months ago,"Zero percent nagative comments.

Masterpiece movie "
531,cgstudionetwork,4 months ago,
532,jayantmalik4872,9 months ago,Ulaganayakan Kamal Hassan Sir Annayya Garu 
533,rahulthm,4 months ago,Best trailer ever
534,sekharsekhar2993,1 year ago,"I know Tamil directors and actors whole industry can make any type of movie....
As a telugu guy I know the capability of Tamil cinema because so many Tamil movies are dubbing, have dubbed and will dub in future also...
So we know the capability of Tamil cinema....
They will come with a blockbuster and they came with Vikram....."
535,nepal1179,1 year ago,One of the best movie Thrilling
536,studygoals876,1 year ago,Wow !!what a bgm
537,karthikevin3412,8 months ago,Seeing this I just realised. If the trailer didn't show any Kamal Hasan scenes just made it like Fahad and Vijay sethupathi show and at the movie beginning Kamal Hasan being dead damn that would have been even more amazing interval scene
538,monkung7408,1 year ago,"நானும் எனது குடும்பத்தினரும் இந்தத் திரைப்படத்தை திரையரங்குகளில் பார்க்கச் சென்றோம், நாங்கள் அதை விரும்பினோம்! கதைக்களம் ஆச்சரியமாக இருந்தது மற்றும் நடிகர்கள் ஒரு அற்புதமான வேலை செய்தார்கள்!. அதை நேசித்தேன் . "
539,er.saranrajcivil5501,6 months ago,"Today Thalapathy67 Title Teasar  

Nuclear Blast Loading "
540,user-ne7tw8qt4f,1 year ago,தமிழ் சினிமா துவண்டு போய் இருக்கும் போதெல்லாம் சினிமா வட்டாரங்கள் வேண்டிகொள்வது ஆண்டவா தமிழ் சினிமாவை காப்பாற்று ஆண்டவர் வந்துட்டார் ️
541,shriwelcomesu,1 year ago,One of the best movie ever made Bollywood is not even close 
542,rahuljain7700,1 year ago,Surya acting was fired the entire movie 
543,SureshSuresh-bd1ht,3 months ago,Vikram movie fans like here
544,Youtubeisdump,1 year ago (edited),"Superb movie and no boring scenes and what a great ending for part-2,  however Kamal Sir shouldn’t have kill the character of Appa the gym owner, the uncle is so cute "
545,thalapathykevin,6 months ago,Who come after LEO title announcement ?
546,maduraisamayal9290,1 year ago,இந்த வயதிலும் தமிழ் சினிமாவை தூக்கிநிறுத்த போராடி இருக்கும் கமல் sir ku ஒரு பெரிய salute 
547,surendhars-3463,7 months ago,"Singam-surya
Puli-vijay
Siruthai-karthi
Hint was given in dialogue itself"
548,rajarajasimman9167,9 months ago,Favourites of all time
549,_fxsil,8 months ago,Katta waiting for #T67 
550,mohanm9692,1 year ago,One Like for Anirudh's BGM throughout the Movie  .....
551,saranyaperera,6 months ago,The best ️ Vikram
552,jithuramabhadran350,1 year ago (edited),What a trailer.. Just the perfect build up for a star studded entertainer
553,santhoshkumarkumar8024,8 months ago,Best trailer of the year.
554,nvselva,1 year ago,Who is still watching this trailer? I can’t get enough of this.
555,bavismart6996,7 months ago,Waiting for thalapathy 67
556,annathambi7343,6 months ago,Bloody sweet 
557,Entertainment-br5ty,1 month ago,"Box Office ₹500 Crore Hit Movie Vikram Success in 1 year 
""Nayagan Meendum Varaa Ettu thikkum Bhayam thaane""  "
558,JithoshKumarKR,1 year ago,Masterpiece Loading..  Nadippin Nayagan Suspense Awaits ️
559,n.s.kirankumarkumar9290,11 months ago,Aandavar Ullaganayagan Universal Star Kamala Haasan Sir+Nadippin Naayagan+Suriya Anna+Makkal Selvan Vijay Sethupathi+Inspiring Icon Fahad Faasil= Lokesh Sambhavam 
560,applejobs275,11 months ago,Simply Master piece-
561,sharvinelangovan2715,2 months ago,KAMAL HASSAN 
562,jaggabhullar7714,1 year ago,I'm from PUNJAB .but Kamal Hasan sir heart touching voice
563,rib--entertainments7853,5 months ago,LEO BLOODY SWEET 
564,MilletSnacks,1 year ago,"Real விக்ரம் ரசிகர்கள் சார்பாக கமலின் ""விக்ரம்"" வெற்றி பெற வாழ்த்துக்கள் ️️️"
565,iamist6055,1 year ago,After 4 Years The lion entry is Awsome
566,biki7836,1 year ago,Vijay's eye expression change scene was fire.
567,ramgaming5868,6 months ago,Hit like! if coming here after watching LEO title announcement!
568,visheshbandaru8550,1 year ago,More screen space was given to Fahad fazil  1 St half ....he rocked man..... .Right ?????
569,cckeeprocking5161,7 months ago,Who are all waiting for Thalapathy  67 Update
570,anuarhussein4287,1 year ago,"I m getting goose bump ..vaa thalaiva ,vaa thalaiva.. vanthe Tamil movie industry eh kapaathe .. only he can do it , ulaganayagan rocks !"
571,yazop8526,1 year ago,"Sandhanam(vjs) was awesome with great mannerism and swag. Vikram (Kamal Hassan) Rule the screen with his presence ,But Amar(FaFa) had something difference in this movie"
572,shahadathossain114,1 year ago,Masterpiece 🇧🇩🇧🇩🇧🇩🇮🇳
573,ribinvarghese8107,1 month ago,Waiting for லியோ leo 
574,kishore8847,2 months ago (edited),"one of the best thetre experience movie #1yearofvikram
leo is going to be part of this"
575,nadippinnayagan2823,4 months ago, MOST REPLAYED - #RolexSir Part 
576,MRDJ-ik4ik,1 year ago,"Kamal Hassan + Vijay Sethupathy + Fahad Fazil = Fire 

Waiting for a Lokesh Kanagaraj  Sambhavam 

️ From Kerala "
577,richardgowtham3gowtham394,1 year ago,Goose pumps overloaded specialy surya entry amazing.
578,JustThings1992,1 year ago,Screenplay is bombastic. Loki my man take a bow. Fan of u now.
579,deborahjael574,6 months ago,Marana waiting for thalapathy 67
580,rmdx1361,1 year ago,director sir ninga vere level also this movie actors
581,vilgaming7912,4 months ago,Waiting for Leo 
582,TheSurgeonSquare,1 year ago,Just watched the film  Vera level ! Masterpiece!! Each and everyone nailed it  movie of the year 
583,hxppygxundumowxxx,1 year ago,I'm waiting for upcoming kanagarajj comics.... It's gonna rock the India like marvel comics
584,josephrex9939,1 year ago,Watching again after 1 month of release 
585,shankars4721,6 months ago,"True fan boy is you only lokesh.
Ithu varai 100 times intha padatha paathuten.
But sema class and mass for kamalhassan sir life time movie.
Proud to be an ulaganayagan fan"
586,premnath5689,1 year ago,Kamal acted like a joker till interval and batman likeswise after interval. Pure stuff
587,Vijayakumar-ny1rk,7 months ago,Ani bgm 
588,v.d.pstatus6751,1 year ago (edited),"0:06 LION
0:07 TIGER
0:41 EAGLE
0:43 face of lion 
0:48 hand of tiger
1:14 eyes of eagle
1:40 one punch man
1:46 going to be treat for us
1:53 Uppercut
1:58 mudhole stomping
2:10 andavar angry 
kiss
2:25 ""VIKRAM"" since 
1986
""என் வீரமே வாகையே சூடும்....விக்ரம்"""
589,kiranpgangadharan6750,1 year ago,Real goosebumps in this movie is agent tina. Pakka mass and class. Loved her performance.
590,adityareddydevarla8151,1 year ago,"Vikram has unleashed: Fahad, Vijay Sethupathi, Surya and anirudh
BUT... 
KAMAL HASSAN has unleashed VIKRAM in BEAST MODE  with style "
591,moikuplongs9991,5 months ago,"KGF,RRR,Pushpa,Pathan -Daddy 
Vikram-Yes Son "
592,arjunharagaller7020,1 year ago,I turned to become a fan when I saw the link to kaithi movie️..  waiting for karthi n my fav Surya... It's wholehearted love from Karnataka
593,rambo32932,4 months ago,Trailer 
594,ksoo7707,1 year ago,Marana waiting 
595,affaqking697,1 year ago,THE SCENE OF ROLEX GIVES DIFFERENT VIBES
596,kalairohit1735,1 year ago,Music director semma 
597,balamurali243,6 months ago,Anyone here after Leo promo 
598,mohankumarbl3191,1 year ago,"Kamal anna, don't compromise, focus on campaign, the next part should be super duper Pan India hit"
599,nasrullak3309,6 months ago,Super star Vijay varisu 
600,debarbrother,1 year ago,லேட்டா வந்தாலும் லேட்டஸ்ட்டா வருவோம்  நான்கு ஆண்டுகள் பிறகு ஆண்டவரின் ஆட்டம் ஆரம்பம் விக்ரம்
601,sojibahmed3957,1 year ago,I love anurudh bgm waiting for jawan work for srk bollywood
602,sujanbk8965,1 year ago,omg this is amazing movie amazing....just enjoyed and waiting for 2nd part
603,devilffgaming5171,6 months ago,I am waiting for leo 
604,faizansheikh2385,1 year ago,Love the BGM of the movie.
605,KastelGaming,7 months ago,"I am North Indian And Seeing This How South Movies Developed Throughout The Years Is So Awesome, And In The Same Time Bollywood Is Still Stuck At Shitty Rom Com"
606,midakirandhimal231,1 year ago,1:02 breaking the stereotype which Bollywood can't do ️️
607,SANDYRAANA,6 months ago,யாருளாம் கவனிச்சிங்க Surya sir வந்த அந்த ஒரு நொடி மட்டும் ️
608,mubu6139,1 year ago,All time record collection
609,charananjanch2635,6 months ago,"Waiting for Thalapathy 67, Kaithi 2, Vikram2"
610,JustLive0001,1 year ago,Fahad. Fazil  & tina  's role realy superb
611,AbdulAjeez-dx4cx,2 weeks ago,Waiting For LEO Trailer .....
612,tensiontablet,1 year ago,உலக நாயகன் அப்டினு் நிருபிக்க தேவை இல்ல…Trailer ah பாத்தாலே தெரியும்..3 times பாத்தாதான் நமக்கு இந்த படம் புரியும்️️️
613,pramodjenaa,1 year ago,Kamal Haasan sir voice like this lion ...
614,noahspengler1232,1 year ago (edited),"Im a huge fan of the indian cinema and there are very less actors who really has those enourmous power to take out the maximum of an action movie: Rajnikanth, Chiyaan Vikram, Kamal Haasan and Shahrukh Khan.  I know there are many other great actors as well, but those guys action movies I been able to enjoy even though the visual effects haven't been that high. Just seeing them on screen is amazing. "
615,MP-fe1qw,3 months ago,1 year of Vikram trailer
616,krishnachandranchandran9928,5 months ago,goosebumps anirudh bgm ഒന്നും പറയാന്‍ ഇല്ല. തീ തന്നെ
617,mrTamilaNadu,4 months ago,யாரெல்லாம் லியோ படத்துக்கு வெய்ட் பன்றிங்கோ..?  #LokiUniverse
618,veluk9694,1 year ago,அரசியலில் ஆயிரம் வேறுபாடுகள் உண்டு ஆனால் ‌ நடிப்பில் முதலிடம் என்றுமே உலகநாயகன் மட்டும்தான் படம் வெற்றி பெற வாழ்த்துக்கள்
619,alab_crush845,11 months ago (edited),BGM KOLUTHUTHU  ANI..... GUN SOUND AH VACHI..... VERA LEVAL YA NE VERA LEVAL
620,thomasthomas9843,1 year ago,"Trailer mass, songs mass,movie pakka mass"
621,chaz-e,3 months ago,+1 for Kamal Hasan!
622,m.s.vinodkumar6379,1 year ago,"Kamal, fafa, vijaysethupathi surya fire at theatre Vera level swag "
623,PULSE_OF_KERALA,2 months ago,അനിരുധ് മോനെ 
624,shakthivaishu5207,1 year ago,"For telugu : bahubali, RRR
For kannada: kgf , kgf2
For tamil its vikram to rule the box office collection "
625,kth7638,1 year ago (edited),"Gosh there were so many twists in this movie this movie was great but the last scene was unexpected the way they synced ""Kaithi"" movie in Vikram movie and there were some characters that I didn't expect....Actor Surya was there in last scene and the surprising thing is Kamal Hassan sir has gifted Surya ₹30,00,000 Rolex watch Lokesh is the best when it comes to action,suspense and thriller movies and now Vikram movie is released worldwide and within 24hrs this movie is famous"
626,dharmendrabodat,1 year ago,Next level 
627,SivaSiva-cz7xn,6 months ago,AANDAVAR ️
628,romanroman7046,11 months ago,
629,vibeumnaanum,8 months ago,Trailer Mattum Paathu 100days Confirm odirum Sonna Nanbargalil Naanum Oruvan 
630,VigneshS-pq9dm,1 year ago,"Kollywood Back to form with high quality action thrillers.
With the four Finest Actors of Indian cinema:
Kamal, VJS, Fahadh, Suriya"
631,riturajsharma861,1 year ago,Waiting for vikram part 2 
632,nikhilwaghamare9735,1 year ago,
633,completemalayali4930,6 months ago,Anirudh yaa monee...... 
634,Sana_7teen,1 month ago,0:52 dhan Vera level screen presence
635,Ismail-ks8de,6 months ago,1:28
636,ssantony565,1 year ago (edited),"25M+ let's goooo
Before movie releases,it should reach 50M-60M+ views "
637,rishikeshvasanth9891,6 months ago,"Waiting for the Faceoff moment between
ROLEX & DILLI "
638,vinoth0808,1 year ago,
639,lokesha4106,5 months ago,Happy Birthday lokesh sir 
640,harunpirjade7795,1 year ago,"Cult Masterclass.. Wealthy visuals ,Pure cinematography, Directorial efforts,Top class acting"
641,mdanndislamarb450,5 months ago,Love rolex  character.....Because of which I saw the film today
642,OnlineAnand,1 year ago,விடாமுயற்சி விஸ்வரூப வெற்றி இதற்கு சிறந்த உதாரணம் நம்ம உலகநாயகன் கமல்ஹாசன்
643,MathanRajMathanRaj-qs9px,9 months ago,
644,asmalshah,1 year ago,Repeat value of this movie is astonishing 
645,prabhu2740,5 months ago,1.3M Likes 
646,samabraham3528,1 year ago,Theeepori padam 
647,GameOnPoint.,6 months ago,#Thalapathy67 Mariana waiting 
648,ywmeditz6057,1 year ago,2:09 pure goosepumps  Aandavar on fire
649,changeposition8641,1 year ago,10 minutes of Rolex entry makes movie on another level
650,Paviarun-zc2vl,1 year ago,"Kamal sir ungaloda ithana varusha experience ah rba azhagave prove panni irukinga ..... ️️...i really loved ur cool moves and energy level and etc.....enoda 27yrsla ipti oru action movie na pathathe ila lokesh anna u nailed it...ovvoru actorsukum intuvival scenes semmmaaa.....

Kamal sir ur the real ulaga nayagan "
651,itsme_sathish,6 months ago,படம் பார்த்ததுக்கு அப்புறம் trailor பார்த்தேன் ...எவ்ளோ சூப்பரா edit  பண்ணி இருக்காங்க
652,abarnaselvarajan3788,9 months ago,Ulaganayagan kamalhasan has acted superrrrrrrrrrrrrb Surya vijay sethupathi and all the characters in the movie acted superrrrrrrrrrrrrb extraordinary squad commander i like all the songs in this movie vera level mass hit blockbuster hit
653,PrAnAv_31,6 months ago,Who is waiting for leo Trailer 
654,praveen.h2134,1 year ago,படம் வெற்றி பெற இல்ல இல்ல வெற்றி பெற்றுவிடும் என்று கர்வமாக கூறி வாழ்த்தும் தளபதி ரசிகர் 
655,lavanyalipcy5791,1 year ago,Kamal sir and lokesh sir script super movie vera level unique...soooooper
656,RioJioGamers,9 months ago,WHAT A TRAILER AND MOVIE SUPERB KAMAL SIR!!
657,CrazyCricket-ex9qs,3 months ago,Lokesh kanagraj 
658,MGW2610,1 year ago,"Lokesh, you beauty!!!  When the director is given the creative space, they work wonders! What a gripping movie!"
659,prabhu2740,5 months ago,44M Views 
660,hawksgaming9751,1 year ago,"when Tamil cinema gets down THERE ARE SOME LEGENDS IN TAMIL CINEMA WHO SAYS THAT 
OTHA PATHUKALAM ️AANDAVAR and SURIYA ANNA ️"
661,ritwikghorui2519,1 year ago,Tamil film industry Roar again 
662,RanjithKumar-hj6vo,6 months ago,அடுத்த LCU பிரபஞ்சத்தின்️️ சம்பவம் விரைவில் #தளபதி67 #Thalapathy67
663,kajavathanan2392,6 months ago,How many people have come after watched leo promo
664,yourgodfather,10 months ago,"After deeply disappointed with films like VTK, nanae varuven, PS 1… watching this again gives goosebumps!!"
665,akashvarma2922,5 months ago,What a movie Boss
666,InbasTrack,1 year ago,Aandavar is back.. Fully Goosebumps  Vj Sethu Rocking..
667,busters5835,6 months ago,Kamal hasan acting is next level 
668,hakunamatata4792,1 year ago,"There are great actors, directors and scriptwriters. But Kamal Hassan is one who is great in all three aspects."
669,nasrullak3309,6 months ago,I'm waiting thalapathy 67 teaser eagerly waiting thalapathy Vijay craze
670,sarasara-hl1ld,1 year ago,VJ Sethupathi vera level mass ️
671,AyushKumar-gz3yo,7 months ago,Ooooomg. What they have made. A master piece movie. Guns Cars. Awesome.
672,harjuchef9852,1 year ago (edited),Man being A North Indian got to say Bollywood needs a lot of catching up to do ….  South Indian cinema have reached a level of its own… love this trailer can’t wait to watch it…. Some of my favourite actors and it looks amazing 
673,vadakkepurakkal.sumesh,1 year ago,"കമലഹാസൻ 
ഫഹദ് ഫാസിൽ 
വിജയ് സേതുപതി 
നരൻ 
ചെമ്പൻ വിനോദ് 
.
.
അനിരുദ്ധ് "
674,nb3313,1 year ago,Our Fan boy na epudi padam edukanum nu katirukaru. Loki  I'm a crazy fan of Loki 
675,shwetajaiswar338,7 months ago,Waiting for 2nd part
676,thegamerslibrary4843,1 year ago,"When other language movies dominating Tamil cinemas, Kamal sir is like.  ...tha..paarthukalam.."
677,appusk5185,7 months ago,Hands down to one of rhe greatest movie of all time....
678,a_leaf_shinobi,1 year ago (edited),"Time for Kollywood 
Let's Show all what Tamil Cinema is."
679,pravin283,1 year ago,When Rolex brings his own bgm 
680,nknk2111,6 months ago,Bloody sweet....LEO on 
681,lijo5074,8 months ago,#thalapathy67 
682,lakshmikanthr1993,1 year ago,I need SJ Surya as another villian for vikram with as Rolex friend ...  Really it makes Thrilling and amazing continuity for Lokesh cinematic universe.  Please consider it....makes better script and screenplay 
683,YashPatel-ui4rz,5 months ago,Just want vikram 2 
684,ajipoomas,1 year ago (edited),"Kamal Haasan + Fahad Fasil + Vijay Sethupathi + Surya Combo 
Eagerly Waiting For This Masterpiece "
685,Nox223Gaming,1 year ago,This looks sick. Cant wait!
686,deepeshrana,6 months ago,Rolex character was mind blowing 
687,JayaJaya-sg2xp,6 months ago,Let's check  how many of you are after LEO
688,minijayan1069,1 year ago,The god father of all comebacks
689,keerthanakeerthi0719,1 month ago,After 1 year
690,ashwinkumar7058,1 year ago,"Kamal sir does one folk song, entire TN loves him. Fan base increased, people are going gaga now. He can make a commercial cinema script at the blink of an eye. But he chose Art and content.  People should realize this, had he done commercial movies he would have been the top most actor in India."
691,mcra8918,1 year ago,Amazing ️
692,asif6919,1 year ago,വേറെ ലെവൽ 
693,ranjithameyrangi,4 weeks ago,Lion is vjs any lead to sandhanam in leo first dialogue 
694,sgowthamraj9941,1 month ago,Leo song vandhudhaku aprm thirubavum indha trailerra pathutuken last 30sec of this trailer awesome.... Waiting for leo
695,blackgod668,1 month ago,G. O. A. T Trailer 
696,searchingsamayal,1 year ago,Lokesh Kanagaraj proves himself Again. Waiting for Release. Athuvum anthe periyama shots bangam 
697,saran1651,13 days ago,Nelson can't even come closer to Loki's engaging screenplay
698,kishokkumar2432,7 months ago,Tamil cinema best intervel scene mass
699,ALTER_EGO_8,6 months ago,"Leo promo 44,800,000 m views "
700,macro_dynamo,1 year ago,I dont know tamil but it was awesome 
701,aravind_crush_,7 months ago,"Waiting T 67 
Definitely T 67 ...1000 Croes ...."
702,loganathanmmrlocal1790,1 year ago,தலைவா உன்னை நான் இப்படி பார்த்து எத்தனை நாள் ஆச்சு  வா தலைவா உனக்காக தான் மொத்த ரசிகர்களும் காத்திருக்கிறோம்.
703,tiktokfavorite3070,1 year ago,"Only upsetting part is how they brought Surya at last minute and the way they showed him entire audience forgot about the all movie and all the great performances  by Fafa, VS, Kamal and team and everyone is only talking about how cool Surya was."
704,thalapathy146,1 year ago,
705,contentdev330,1 month ago,It's Tamil only Tamil 
706,marvellite6098,1 month ago,Sethupathi is a Very Talented actor.....
707,kdcreation7007,6 months ago,#Thalapathy67 
708,viraltrendingshorts,1 year ago,South Indian Cinemas Growing Day by Day ️
709,petarroy4077,5 months ago,Fire️️
710,mamillashivakoteswararao2168,1 year ago,another classic from kamal sir...
711,Sujith100,1 month ago,"Leo 
Bloody sweet "
712,vijayananth4791,5 months ago,WHO IS HERE AFTER LEO PROMO=BLOODY SWEET AND MERGING THIS VIKRAM INTO LEO-LION ROLEX-SCORPION EAGLE-KAMALCOBRA-CHIYAAN KARTHI-SIRUTHAI
713,dandamudirexy3356,1 month ago,Who are watching after Naa ready lyrics song
714,harish2621,1 year ago,"God of comeback by Kamal sir  
Breath-taking action packed movie by lokesh bro  
Vijay Sethupathi Anna swag and fahad sir acting is treat to watch on screen 
And , Finally Rockstar Anirudh songs and bg scores are going to make huge wave across the nation 
#Vikram will create history "
715,KumarKumar-xt4kj,1 year ago,Thideer yash  fans sarbaga padam vetri adaiya valthukkal 
716,Suriya_offl,1 year ago,Suriya anna Acting was vera ragham 
717,Sooraj6623,6 months ago (edited),Who Is After Lokesh Thalapathy 67 Update Conformed February 1 2 3 Update LCU 
718,monakhaleel17,1 year ago,"once upon a time, there lived a ghost awesom..!! #kamal Hassan sir..,,️"
719,dhanush.l8066,6 months ago,Who is here after the Leo title reveal teaser 
720,iamsb33,1 year ago,"Kamal entry massss, lokesh is the only young director who recently got the opportunity to direct kamal being his devotee i hope he will show as he wish "
721,Man_of_few_words,1 month ago (edited),Breaking!.. one more character might be a part of LCU with Leo this year..  #Indiancinema #tamilfilms
722,jamushri723,4 months ago,"Trailer la rolex sir ah katave ila,, யாரெல்லாம் rolex (suriya)கதாபாத்திரம் இருப்பது தெரியாமலே 1st day படத்திற்குப் போய் பார்த்து தெரிந்து கொண்டீர்கள்  அன்றும் இன்றும் என்றும் நடிப்பின் நாயகன் surya da "
723,vignesh7200,1 month ago,"Waiting for the date 19.10.2023
Leo - Lcu "
724,rock77556,13 days ago,EDITOR IS SIMPLY THE BEST
725,salmanbhattiofficial9017,1 month ago,Great movie
726,sunshine20919,1 year ago (edited),"Never imagined how it would be like to see these three acting monsters (ulaganayagan, fafa and vjs) share the same screen. Plus surya anna's cameo is gonna be like cherry on top of the cake. Loki be serving us a whole feast, LOL. Can't wait for this one"
727,gundugundu9024,1 year ago,"The sound effects were spot on for this movie! 
If that kid didnt wake up in the end right Vikram would have 100% tortured Sandhanam everyday I think till he even begged for death!"
728,praffulkumarsoni8053,1 year ago,"Once upon a time there lived a ghost : kamal sir
After some years. That ghost is now become a savoir and feared the most.
Vijay sir performance is always been top and incredible
Fahad faasil is going to be the greatest actor our indian cinema ever have
Surya sorry Rolex sir aggerly waiting for your full length performance
Anirudh is the heart of the movie
And at the last the real hero of movie
Lokesh kangaraj sir history will remember you for your upliftment of cinema "
729,aicreations8931,6 months ago,Ulaganayagan 
730,kH-my4fb,1 year ago,I love Hassan sir 
731,leokaby,2 months ago,1 year of Vikram ku Inga yarulam vanthurukinga
732,ChennaiVlogger,1 year ago,"""Fahadh + KamaI"" in One Frame = RAW & EXTREME Acting........."
733,nitinrawat7581,1 year ago,Vijay 's acting️️
734,sundarharikumar11,1 year ago,Next lokesh kanagaraj should make a script like Vijay and and Ajith as hero and Vijay sethupathy and Arjun das as villan......
735,karthickv4221,1 month ago,Leo  trailer epdi irukumanu nenachi vanthavanga yaru yaru pa just inform pannunga....
736,bhuvangade5595,1 year ago,JUST IMAGINE IF LOKESH KANGARAJ MAKES A FILM WITH ROCKING STAR YASH  .
737,MyGovindaraj,2 months ago,L E O 
738,lightyagami6759,1 year ago,kamal hasan +vijay sethupathi+fahad fasil= goosebumps 
739,NanbanZ_Thalapathy,7 months ago,Thalapathy on the way 
740,artsy6435,1 year ago,"So good to see Fahad in Tamil n Telugu movies. Surya, VS, Kamal, Fahad all legends in one movie "
741,joshrocker522,1 month ago,100% net mudiyum varai paarthullen
742,nedumalan065,11 months ago,Ellam pugazhum Lokesh ke!!
743,think_and_grow02,5 months ago,"Aur mai aaj ye film dekha Bhai sahab superb hai ️️️️️‍️‍️‍ 
Bhut accha lga film ★"
744,user-uq5dx9td8t,1 year ago (edited),"Kamal hassan
Fahad fasil
Vijay sethupathi
Naren
Arjun das 
Kalidas jayaram
Antony varghese pepe
This is to precious for waiting. VIKRAM."
745,mc24studio52,4 months ago,Waiting for leo
746,asisadit,1 year ago,Beautiful
747,SakthiVel-mj8mv,7 months ago,Logesh kanagaraj next movie thalapathy 67  vera mari sampavam thaa
748,JaggThoku,1 year ago,Whole Pakistan 🇵🇰🇵🇰 is in Love with S.Indian Movies
749,sivajimsd0721,8 days ago,
750,karthikha,1 year ago,Trailer Semmaya Irukku  Eagerly waiting for the movie 
751,amritasrinivasan2929,1 year ago,"Suriya be like - Naanum evvalavu naala nallavanaave nadikkirathu? 
Vijay Sethupathi be like - Join the club, Suriya! 
But jokes aside, it's really nice to see Suriya play a villain. 

Note: Movies starring Suriya playing a villain against the hero who is also played by Suriya, don't count."
752,ameerakuthar3008,1 year ago,imagine kokki kumar entering on lokesh universe
753,santhosh5528,2 months ago (edited),"1 Year Of Vikram 

 #Rolex "
754,Suriya_offl,10 months ago,"Waiting for Separate movie for Rolex Sir 
"" The Rise Of Rolex "" "
755,moulieswarsakthivel4337,4 months ago,Anyone in 2023 still 
756,Rajeendran93,1 year ago,"Sema Trailer.. World Class One 

Top Class Work And Exited for the Film..

Anirudh ️
Vijay Sethupathi 
Fahad 
Anbariv 
Girish 
Philomin Raj 
Rathnakumar 

A Lokesh Kanagaraj Kari Virundhu ️

#VikramTrailer"
757,rohith_4672,1 year ago,Yaru padam odunalum anga yen thalaivan tha villan vjs..
758,snh9357,1 year ago,Loki Sambavam  ATBB Vikram 
759,amalb5230,6 months ago,After #leo Title teaser 
760,bsrtk3742,1 year ago,"I watched this masterpiece, every actors are excellent, and a little kid who is best actor with agent Tina."
761,bazimmhd9313,1 month ago,Who watching this trailer after leo first single
762,newuser8211,9 months ago (edited),Best Movie of the year vikram
763,sidharthsuresh333,9 months ago,
764,sakthiperumalp4086,6 months ago,waitingthalapathy67
765,ahamedhaideraliajeebkhan-qu4sf,1 month ago,எத்துணை வருசமானாலும் சலிக்காத படம்…றெயிலர்
766,Rolex_Meiyar,1 year ago,அதிகாலையில் எழுந்த உடன் ஆண்டவரை பார்க்க வந்தவர்கள் யாரெல்லாம்...
767,tharaneshr8542,7 months ago,Tamil cinema va thirumbi paaka vecha padam 
768,_zr77..26,4 months ago,
769,thalapathyfanforevereditz177,1 year ago (edited),"Ulaganayagan+FaFa+VJS+Lokesh Kanagaraj+Anirudh+Narain+Suriya=
This movie is gonna rock the screens 
Love from Kerala️"
770,manibharathi4224,6 months ago,2:08 still 
771,dilshadshihabudeen2909,5 months ago,Nobody & John wick fans assemble here 
772,tamilcricketworld,1 year ago,"Every Character has it own power THAT Looks Awesome,   DEFINITELY BLOCKBUSTER "
773,user-hb7ho8lb1u,3 months ago,Still anyone watching this trailer like me .....
774,sinthanaiselvam1103,6 months ago,The Indian Film First No 1 Tamil Cinima
775,amartyachatterjee7118,1 year ago (edited),"When you are really passionate about something it shows. Lokesh Kanagraj sir was once a banker before he came into filmmaking. And this trailer, story shows how passionate he really is about filmmaking."
776,MR-hx9lf,2 days ago (edited),1:28 this time very noticed Rolex  goosebumps 
777,mavericklund968,6 months ago,What a movie
778,spboss4727,1 year ago,Kamal sir + Surya Anna + Vijaysethupathi  + FAFA + Narine + Anituth + Finally Lokesh kanagaraj = Totally Padam HIT️
779,salmans81,6 months ago,After LEO title teaser
780,rajnidurain6110,1 year ago,"தலைவர் ரசிகர்கள் சார்பாக வாழ்த்துக்கள் ஆழ்வார்பேட்ட ஆண்டவா 

தமிழ் சினிமாவிற்க்கு புதிய தொடக்கமாக அமையட்டும் "
781,shibili6049,1 year ago,Fahad Fassil + Naren + Chemban = Mollywood 
782,evanfrank4050,5 months ago,Fahad Fazil Vere Level
783,any1can,6 months ago,DR. KAMAL HASSAN (63) =  VIJAI SIR + AJITH SIR (60)( I AM TELLING THE YEARS OF ACTIVE IN INDUSTRY)
784,21stcenturyentertainment14,1 year ago (edited),"Actors who can act at its best-Fahad, Sethupathi,Surya & Kamal sir are joining....for a perfect mass Malayalam & Tamil industry "
785,sajjadashik5807,7 months ago,What a movie man supper duper hit aa
786,msrmixzmedia8603,1 year ago,"VIKRAM -  லோகேஷ் மெரட்டல்
️ (1960 - 2022),..சினிமாவின் 62 ஆண்டுகள் பையனம் தொடரட்டும்) அன்றும் இன்றும் என்றும் உலகநாயகன் கமல்ஹாசன்️ - இப்படிக்கு உண்மையுள்ள உலகநாயகனின் ரசிகன் ""MSR"""
787,mgrking-wn4cz,4 months ago,Waiting for leo
788,sujins2167,3 months ago,1 year
789,subinmedstud,1 year ago (edited),"WOW THAT'S  how a TRAILER should be..!! 
UlaganayaGUN for a reason 
Proud south Indian cinema ! 
Watch in theatres for the effects  !  
Waiting     
   - AANDAVAR FANS"
