,Users,Date,Review_content
621,kasthuriilanangai1044,10 months ago,Awesome I am your No 1 Fan From Australia
622,abhisyam06,1 year ago,"iam a malayali 
but  i dont know tamil 
i watched in theatre but i liked it very much 
didn't expect this film will be blockbuster hit "
623,krithikroshan756,5 months ago,Kamal Hassan 
624,r.k9313,1 year ago,Andavar expressions + voice + lyrics + dance + Ani bro music +  logi direction = Vera level sambavam 
625,dkingmaker292,1 year ago,Aandavare ..️
626,manikandans2280,1 year ago,Pathala pathala song vera Level
627,mayurs7126,5 months ago,️
628,NandhuNandhu-xm8yt,1 month ago,
629,srinivasanjayaraman8005,9 months ago,Mass
630,jdb35,1 year ago,Kamal is such a brilliant guy that he can write song like '' unnai kaanadhu'' in vishwaroopam to thara local song ''pathala pathala''. What a talent he is......... Amazing
631,mrprincevlogs7245,1 year ago,FANS FROM ANDHRA PRADESH AND TELANGANA - PATHALA PATHALA ️
632,crazy__25,5 months ago,Pathala pathala fans from banglore 
633,sanjaykumarsanjay3896,9 months ago,
634,murugavelmurugavel4643,9 months ago,pathala pathala Vera lavel 
635,chandramoulibiju2508,3 months ago,
636,vivekns5151,1 year ago,1:08 moment where all the theatre just blasted to the rhythm........ 
637,anirudh4163,11 months ago,Ulaganayagan vera level dance
638,jenniemark,1 year ago,Kamal sir your dancing performance is very nice...young agela mari unga performance  dhool parakuthu....I fall in your style and dance
639,srm100k6,11 months ago,op level 
640,tgffkiran8174,1 year ago (edited),Pathala pathala fans from Telangana ️️
641,Bully_baby,7 months ago,"Yarukula intha padatha parthu goosebumps vanthuchu
"
642,manav5420,1 year ago (edited),"kamal haasan is a legendary actor, lokesh is a legendary director and anirudh is a legendary composer love from kerela️"
643,ogg579,11 months ago,Get this on Fifa 23 or 24 ASAP ! It s a BANG
644,rajarathnamsudarshilakshik615,1 year ago,Thalaivare pathala pathala....
645,NeerajWalker,9 months ago,
646,laddunaveen6641,4 weeks ago,Pathala pathala fans from Telangana ️
647,arpandavidson4470,11 months ago,"Big fan sir, lots of love from Uttar Pradesh"
648,ashoknalavath649,1 year ago,I am a big fan of this song and music is awasome
649,dhanunjayd7857,7 months ago,We should praise the choreographer
650,BossErrorgff,1 year ago,Just wow ️
651,drsreedevibabu6575,2 months ago,
652,SandeepPatil-fo6hh,1 year ago,Luv u kamal sir  from Maharashtra ️️
653,RajaSekar-qq7uc,2 months ago,Nice
654,tevezpthankappan2646,1 year ago (edited),"ആണ്ടവരുടെ അഴിഞ്ഞാട്ടം 
ഇത് ഇറങ്ങിയതിനു ശേഷം എത്ര തവണ കേട്ടു എന്ന് എനിക്ക് തന്നെ അറിയില്ല.
A Andavar Fan From Kerala"
655,nithyakarthik6212,11 months ago,Vera leval ultimate️️️️️️️
656,adityapandit1.o738,1 year ago,Nice dance kamal Hassan ️
657,md.miyaraj3416,6 months ago,66 year old king kamal hasan ️
658,starvideos2838,1 year ago,ফাটাফাটি একটা গান অসাধারণ  🇧🇩🇧🇩🇧🇩🇧🇩
659,user-nt6fe8sl8d,2 months ago,Nice
660,arunraj6442,1 year ago,We need full version of pathala pathala song 
661,parameshvijay5867,1 year ago,2 weeks a no 1 vera level song ya
662,allindia2837,1 year ago,simple steps but semma sooper
663,pranav23310,5 months ago,Today lokesh anna birthday ️️
664,rahulpr6089,1 year ago,പൊളി ️
665,shantibinu7982,10 months ago,
666,swapna5649,1 year ago,"Best example for old is gold
Kamal sir you nailed the performance
Best team work "
667,Abi-bc6rq,1 year ago,2 months aanalum Vikram vibes apdiyae iruku
668,vandanadhotre6594,1 year ago,The dance is very creative. Love from Maharashtra. 
669,viharikrishnan5588,9 months ago,
670,LakshmiLakshmi-wd9fp,11 months ago,Pathala pathala ethanavati ketalum pathala vera leval song
671,pkskrishna8904,5 months ago,Ultimate
672,vichu.01,1 year ago,Goosebumps to see Kamal sir
673,christiangalvan7876,11 months ago,Not going to lie. I'm not Indian nor do  I understand what is said and this shit is  .
674,karthickrajamuthukumar3304,2 months ago,எனக்கு ரொம்ப நாளா ஒரு சந்தேகம் இருந்தது இந்த பாட்டோட மியூசிக் எங்கயோ கேட்ட மாதிரி இருக்கேனு இன்னைக்குதான் அது தெளிஞ்சது.... காதல் கிறுக்கன் அப்பிடிங்குற படத்துல வடிவேலுக்கு போடற bgm தான் இந்த பாட்டோட இசை.... வேண்டும் என்றால் அந்த படத்தில் உள்ள வடிவேல் காமெடி சீன்ஸ் பாக்கவும் 
675,korean_club_,6 months ago,Nice song
676,johanjacob585,1 year ago,Kamal sir inspite of his age
677,MdAbir-wj4wn,2 months ago,Any one notice kamal hassan lyrics 
678,MKReacts,1 year ago,WOW.. What a style and energy..
679,nikhila8343,1 year ago,"Missed full song in movie but it was lit, fan from Assam"
680,rupdutta2517,1 year ago,Kamal sir..vocal and dance️️️️️
681,goodvsbest5841,11 months ago,Age is just a number .Here is proved by kamal sir
682,wikky2119,10 months ago,This song fans from kerala
683,shithaa1524,8 months ago,Super song
684,village9572,1 year ago,In this movie Everyone will begin  to know the kamals dedication and hard work of all his movies.
685,ushaguru2122,1 year ago,kamaal 
686,sreerenjinis8106,1 year ago,Kamal hasan is the real hero
687,shyjojohn5706,8 months ago,Love you kamal Hassan
688,pushpamary8915,3 weeks ago,always superb kamal sir love u sir
689,SmartBoy-bm8pn,10 months ago,Bhai kya movie hai mai to pura hel gaya.. Bollywood ka baap hai sauth khatarnak... 
690,jenibeni8620,1 year ago,Age is not a matter true example this song and this man's voice and dance
691,ravimancharlawar2087,1 year ago,Superb Song ️
692,jangaavinashyadavavinashya374,1 year ago,Pathala pathala fans from Telangana 
693,Priyanarayana,5 months ago,Love from AP ️
694,vinaykatikala7807,1 year ago,Mind blocked loved it from telugu people ... And the radio in this  song belongs to Rolex u can check it 
695,surya-qi6xl,1 month ago,After leo naa ready song
696,bepostive7426,1 year ago,remembering that goosebumps moment in theater
697,mohansanjay4614,2 months ago (edited),Aandavar vera level...from srilanka 
698,thibanrawpraksash6462,8 months ago,Kamal endrum kamal thaan
699,poppysworld3400,8 months ago,"One man strangulation ️️kamal hassan, loki️️"
700,kumarnag2039,1 year ago,"Ayyoo, ANDAVAR voice pa"
701,abhishekjadhavar8534,9 months ago,I don't know language but song is exiting
702,SachinCharles10,1 year ago,"Mass,class, experience,excellence all in one frame the man Ulaganayagan ️️️"
703,jayajoys6386,1 year ago,My sweety calm frnd favourite song and ring tone
704,ronniechawariya8057,10 months ago,Seriously  I'm haryanvi but love this song an  language of South because of Kamal sir legend from 90s ️
705,mohammadmohammad3514,4 months ago,
706,Sha-gi3rt,1 year ago,"KMALA SIR  HE IS LEGEND 

THE ENCYCLOPEDIA OF INDIAN CINEMA "
707,murali2787,9 months ago,Kamal is kamaal
708,indusreevenkatesh5021,1 year ago,This is crazyy! Missed the song in theatre because we were late! Mind=blown! Aandavaree- no words 
709,policestory,1 month ago,Kamal Haasan looks like a Lion
710,yasinyasin110,1 year ago,andavar vera level
711,parthibaraj870,10 months ago,
712,mr.biographyking5286,1 year ago,Vera vera vera level mass️️️
713,vighneshkambli8258,2 months ago,"Love From Maharashtra ️
Marathi "
714,joycedj6006,1 year ago,"This man is giving tough to the youth...... Kamal sir, you are a living legend...... ️️"
715,JaiMaharashtra8408,1 year ago,"La la la tone ek number hai 
Love for Kamal Hasan from Maharashtra ️️️️"
716,decentboy4122,1 year ago,Ye anirudh sir ka music itna badhia kaise hota hai ️️️️
717,rajraj-zq8wb,8 months ago,. சூப்பர்
718,saaikanna7445,1 year ago,My 2 month bby enjoyed this song
719,sivaneshparadhaman5219,8 months ago,Mass Song
720,donfriend8851,1 year ago (edited),"கஜானாலே காசில்லே
கல்லாலையும் காசில்லே
காய்ச்சல் ஜொரம் நெறைய வருது
தில்லாலங்கடி தில்லாலே
ஒன்றியத்தின் தப்பாலேஒண்ணியும் இல்ல இப்பாலே
சாவி இப்போ திருடன் கையில
தில்லாலங்கடி தில்லாலே
எரி கொளம் நதிய கூட
ப்ளாட்டு போட்டு வித்தாக்கா
நாறி பூடும் ஊரு ஜனம்
சின்ன மழ வந்தாக்கா
ஒய்யாரமா தலுக்கா
ஒதுங்கி போற கண்ணால
எறங்கி வந்து வேல பாரு
நாடு மாறும் தன்னால
குள்ள நரி மாமு
கெடுப்பது இவன் கேம்மு
குளம் இருந்தும் வலதளத்தில
ஜாதி பேசும் மீமு
ஊசி போடு மாமே
வீங்கிகிதா பம்மு
பல்லா பல்லே பல்லா பல்லே
பல்லா பல்லே பாம்மு"
721,chakradharkudupudi4268,4 months ago,Very nice song 
722,gomathishankar182,1 year ago,Song vera level 
723,Julie-uv3ls,11 months ago,
724,cats9714,1 year ago,Ippo kuda mass tha paa inda song 
725,mygarage2450,4 months ago,
726,Xavier-mu6kj,1 year ago,8 days ago still trending : No.1 
727,kiaravlog980,1 year ago (edited),Pathala pathala fans from Maharashtra️
728,theblissblessing7063,10 months ago,"Love you ഉലക നായകൻ ,,,,,"
729,binayaprasaddas5740,11 months ago,Nyccc
730,vipulragnor8095,1 year ago (edited),"His swag. unbelievable, even Vijay  a few steps behind him"
731,sachusavi7561,11 months ago,️️️️️️️️️️️️
732,arkabose4012,1 year ago,he proves again that age is just a number..... true legend ... love from Bengal 
733,sanjukpr6566,11 months ago,"0% understand
But 100% injoy 
Better then Bollywood songs"
734,pothysashok,8 months ago,My Maapulla(1yr baby) favorite song.
735,SkHDMovies,11 months ago,Pathala pathala fan from hyderabad 
736,mee-ss6qx,1 year ago,I felt bad for that song ended like express ️
737,joshyjose3398,5 months ago,"Master Stroke, how do they even think of such dance steps."
738,rajrio,1 year ago,"""Pattti tingiring seyyadha ketta pombalaya nambi yemandhu pudatha"" Whataah voice kamal sirYour a true legend"
739,wantedking575,1 year ago,ആ cut ചെയ്ത വരികൾ എന്ത് മോശം ആയിക്കോട്ടെ എന്നാൽ ആ വരികൾ ആണ് ഈ പാട്ടിൽ പൊളി 
740,manikandasivam9475,1 month ago,Ethana thadava kettalum pathala pathala
741,dhanasekar6555,8 months ago,Super thalaiva
742,dineshbabu3656,1 year ago,"At first I thought It was kamal's voice,then I came to know it was thirumurthy's.
I can't differentiate"
743,sojanthomas8676,7 months ago,സൂപ്പർ song
744,jayapandianm4706,1 year ago (edited),1:08 This is one of the favourite beatz ️1:54
745,JefiHaredi,3 months ago,Aandavar vilayaattam 
746,junction1678,1 year ago,Even in this age k.h sir dance better than sallubhai
747,chandankumaryadav5127,7 months ago,Anirudh super music
748,vikingsfc6615,1 year ago,നടിപ്പിൻ നായകൻ kamal
749,cleetuscleetus4924,11 months ago,
750,sanrnsam7,1 year ago (edited),"I am from Karnataka, and I couldn't watch this film as there wasn't a dubbed Kannada version released. However, I've been a huge fan of Kamal Sir for both his onscreen calibre and offscreen social concerns.

Loved him so much in this Pathala Pathala song, whatta choreography and whatta music to go with this legend's acting.

Anxiously waiting for the movie to be dubbed into Kannada "
751,choco5933,11 months ago,Vera level dance Kamal Hasan sir
752,kritickarthiksurfers3369,10 months ago,Semma par2 thalivaray super 
753,LBL90,9 months ago,Best
754,Praveen-kd9zi,1 year ago,"Yaar Yaaru Indha Song ku adimai
"
755,AIM_X_21,11 months ago,"Language is no problem but se the voice and steps 100 at 68 age 


"
756,rockingvjsk5889,1 year ago,In movie all scenes are goosebumps vera level ️....again the entry of Kamal sir ... lokesh veralevel  anirudh music..theme music Vera level 
757,susheelkumar563,1 year ago,"Final ga 
Annayya Voice Telugulo Vinnam
Annayya aata paata telugulo Vini I feel Very Happy
Love u Bharateeyudu
Waiting for Indian 2"
758,ananthuananthu1674,1 year ago,രോമാഞ്ചം 
759,mahaboobchan5639,7 months ago,How many want combo of Vikram sir and Vijay talapaty sir
760,rameshram3113,1 year ago,ಸೂಪರ್ sir ಕಮಲ್ ಹಾಸನ್  ಈ ತರ  ಕರೆಕ್ಟ್ ಸಬ್ಜೆಕ್ಟ್ ಸೂಪರ್ ಸೂಪರ್ ಸೂಪರ್ 
761,devanathanjupiterexims6328,10 months ago,Very mass bro
762,SurjeetSingh-pv5pr,1 year ago,"You won't believe me but after watching Vikram i have started focusing on my fitness , cz I am so ashamed of myself after watching Kamal sir hardwork. Truly Universal Hero "
763,midhun331,9 months ago,"Best 3 combo
Ulakanayakan Kamal sir
Lokesh kanakaraj
Anirudh ravichander"
764,vikramshyamsunder5717,5 months ago,Vikram movie la ithu thaan best song
765,RaviSharma-xj3dd,9 months ago,M from Rajasthan  not understanding but enjoying 100%
766,crazygaming5020,1 year ago,"Kamal Hassan Sir is one of the Legendary, Best and Finest Actor and Sir Voice is very Nice ️️️️️️️️"
767,bteja1895,8 months ago,Telugu song is better than original version
768,gegokul7457,1 year ago (edited),"Don't judge tamil directors with their silly mistakes
We having lokesh kanagaraj on our side and more master minded"
769,WildlifestoriesbyShinupranavam,1 year ago,എല്ലാം മലയാളി മയം ....പടം അടിപൊളി ....മല്ലൂസ്  ഡാ ️️
770,kashinathantimath8680,11 months ago,"Romba aruma iruka stepping ' Kamal sir', beautiful Oru alagaana paattu,dashing skill"
771,user-bj7ph9ej3b,1 month ago,Kamal Sir️
772,rajg3412,1 year ago,"LOSSES OVERCOME

“And I will restore to you the years that the locust hath eaten” Joel 2:25

Yes those wasted years over which we sigh shall be restored to us. God can give us such plentiful grace that we shall crowd into the remainder of our days as much of service as will be some recompense for those years of unregeneracy over which we mourn in humble penitence.

The locusts of backsliding, worldliness, lukewarmness, are now viewed by us as a terrible plague. Oh that they had never come near us! The Lord in mercy has now taken them away, and we are full of zeal to serve Him.

Blessed be His name, we can raise such harvests of spiritual graces as shall make our former barrenness to disappear. Through rich grace we can turn to account our bitter experience, and use it to warn others. We can become the more rooted in humility, childlike dependence, and penitent spirituality, by reason of our former shortcomings.

If we are the more watchful, zealous, and tender, we shall gain by our lamentable losses. The wasted years, by a miracle of love, can be restored. Does it seem too great a boon? Let us believe for it, and live for it, and we may yet realize it, even as Peter became all the more useful a man after his presumption was cured by his discovered weakness. Lord, aid us by thy grace.


మే 18

""నేను పంపిన మిడతలును గొంగళి పరుగులును పసరు పరుగులును చీడ పురుగులును అను నా మహా సైన్యము తినివేసిన సంవత్సరముల పంటను మీకు మరలనిత్తును. "" యోవేలు 2:25

నిజమే. మన కష్టం అంతా వృధా అయిపోయిందని నిట్టూర్పులు విడిచిన ఆ సంవత్సరాల పంట అంతా మళ్ళీ మనకు అనుగ్రహించబడుతుంది. దేవుడు మనకు విస్తారమైన కృప ఇవ్వగలడు. గడచిన సంవత్సరాలలో ఏ విధమైన అభివృద్ధి లేకుండా కాలమంతా వ్యర్ధం అయిపోయిందని మనం దుఃఖపడి ఏడ్చాం. సహనంతో దీనంగా కనిపెట్టుకున్నాం. ఇప్పడు దేవుడు ఆ నష్టాన్నంతటినీ పూడ్చి తన దీవెనలతో నింపుతున్నాడు. కాబట్టి ఇంకా మన జీవితంలో మిగిలి ఉన్న సంవత్సరాల్లో మనం చేయగలిగినంత పరిచర్య చేద్దాం.

విశ్వాసంనుండి దిగజారిపోవడం, లోకాశలలో కూరుకుపోవడం, క్రైస్తవ జీవితంలో నులివెచ్చనితనం ఇలాంటి మిడతలను ఇప్పడు మనం భయంకరమైన తెగులుగా గుర్తించాం. మళ్ళీ అవి మన జీవితంలో ప్రవేశించకుండును గాక! మన దేవుడు తన మహా కృపచేత వాటిని మన జీవితం నుండి తొలగించేసాడు. ఇప్పడు మనం ఆయనను సంపూర్ణమైన ఆసక్తితో సేవిస్తున్నాం.

ఆయన నామం స్తుతించబడును గాక! ఇంతకుముందు మనకు కలిగిన శూన్యత అంతా మటుమాయం అయిపోయేటట్లు మనం ఇప్పడు గొప్ప ఆత్మీయ కృపల పంటను పండిద్దాం. ఆ అధికమైన కృప ద్వారా ఇతరులకు మన శ్రమానుభవాలను చెప్పి హెచ్చరిద్దాం. మనం ఇంకా దీనత్వాన్ని నేర్చుకుందాం. దానిలో మన వేరులు లోతుగా పారేటట్లు చేద్దాం. చిన్నపిల్లల్లా దేవుని మీద ఆధారపడదాం. పశ్చాత్తాపంతో కూడిన ఆత్మీయత చూపిద్దాం.

మన పాత అపజయాల అనుభవాలలోనుండి పాఠాలు నేర్చు కుందాం. మనం ఇంకా మెలకువగా ఉండి, ఆసక్తి చూపిస్తూ, మృదువుగా నడుచుకుంటూ ఉంటే దేవుని కృపాసహాయంతో మన నష్టాలన్నిటినీ లాభాలుగా మార్చుకోగలం. పోగొట్టుకొనిన సంవత్సరాల పంటనంతటినీ ఆశ్చర్యకరమైన దేవుని ప్రేమ ద్వారా తిరిగి పొందుతాం. అది గొప్ప సహాయంగా అనిపించడం లేదా? మనం దానికోసం జీవిద్దాం. తన బలహీనతలను గుర్తెరిగి, తనలో ఉన్న దురుసుతనాన్ని విడిచిపెట్టిన తర్వాత పేతురు ఎంతో ప్రయోజనకరమైన శిష్యుడయ్యాడు. ఇది మనం గ్రహించాలి."
773,maninadar449,3 months ago,My favourite 1:08
774,saipavan5250,1 year ago,"The swag in aandavar's dance is just lit
Classical Dance Form is Permanent"
775,ramkumarr1725,9 months ago (edited),Super ji. Nalla lyrics. Big Boss super. Love. Trinity and Neo. Kamal is free. Avaru mela appo anyayam.
776,sabariyavasu1138,1 year ago,Andha sethuruva da dai lyric la avaroda reaction semma 
777,studyworld1009,11 months ago,ஆண்டவர் ஆண்டவர் தான் 
778,arthirairanawana7579,11 months ago,"Kamal   ,  Rajini    eppome   mass  ️️️️️"
779,dhanrajdevdhanrajdev8593,7 months ago,My God kamal sir love u sir
780,LiveDelightwithPallavi,1 year ago,"Wow wow wow loved it!!!!!!!! 
Felt like dancing too
Beat, music, dance steps, location everything is AWESOME!! 
& Kamal sir is as usual just AMAZING"
781,trollgrapher4871,1 year ago,Kerala thile ippozhathe situationsnu etttavum match akunna song️️️
782,sarathravi3362,1 year ago,Acting Kamal Hassan vere level
783,noordeen3532,9 months ago,️
784,cheran3201,1 year ago,Vera level song
785,jaipal1414,10 months ago,Wow
786,anbudanvengat2949,1 year ago,கஜானாலே காசில்லே! கல்லாலயும் காசில்லே! போன்ற வரிகள் பாடல் இடம்பெற்றிருந்தது.. அது கேட்பதற்கும் சிறப்பாக இருந்தது. வீடியோவாக பார்ப்பதற்கு மிகுந்த ஆவலாக இருந்தேன் அது திரைப்படத்தில் இடம் பெறவில்லை... அட்லீஸ்ட் வீடியோவாக வெளிவரும் என நினைத்திருந்தோம்... வீடியோவிலும் இடம்பெறாதது மனதுக்கு சற்று வருத்தமாக உள்ளது.. முழுதும் வெளியிட்டிருந்தால் மிகவும் சிறப்பாக இருந்திருக்கும் என்ன தவறு நடந்தது தெரியவில்லை அல்லது படமாக்கப்பட்டு அரசியல் காரணங்களால்  திரையில் வெளியிட முடியாமல் போனதா என தெரியவில்லை முழு வீடியோ வந்திருந்தால் மிகவும் சிறப்பாக இருந்திருக்கும்.. நன்றி!!
787,malinimohan897,1 year ago,Enth cute anu dance kanan️️️️
788,abdullafazly6083,1 year ago,"Real masssss 
Screen presence of Aandavar is  "
789,ramelakshmi329,10 months ago,Wow
790,tamilstatushub973,11 months ago,I like this song
791,prasanthdev4704,8 months ago,It was nice
792,praveen1620,1 year ago (edited),First song that released was Pathala Pathala .. Since then I've watched all songs multiple times and movie 4 times but still get feeling Pathala Pathala and one more time for the movie . The movie is sheer magic 
793,maldays2660,5 months ago,King King King 
794,chinmoymondal2353,5 months ago,Nice song
795,ganu326,1 year ago,When you support someone from start and than u see him on this stage  Really feeling proud of you guys...️️️
796,mathankumar4451,2 months ago,Energy....
797,D.satheesh_king_143,11 months ago,Super bro
798,tauseefshaikh6503,1 year ago,Kamal sir is a true inspiration... The work his is doing at this age is true commendable I am 35  would never do such kind of performance at this age. U r great sir hats off
799,riyasunny7280,4 weeks ago,
800,arunnurav,1 year ago,"I am visually impaired with more than 80% blindness, I watched the movie in theatre but I missed most of it visually, I was waiting for this video now I can see most of it closely at home thanks for releasing it.I like Kamal as a good human. I love his thoughts ."
801,akhilanil006,1 year ago (edited),"Addicted to this one.
Composition + Kamal Sir's Voice is Awesome..
Theaterla antha steps yellame pure goosebumps dhaa"
802,jyothisshaji4125,1 year ago (edited),Been waiting for this song video since seeing it for the first time in theatres. What a mass performance. And what a mass entry.
803,cracybrotherandsister2230,1 year ago,1:08 starting the pure goosebumps  
804,ayyarp812,1 year ago,"பாடல் எழுதி, பாட்டு பாடி...
ஆட்டம் ஆடி... அனைவரையும்
மகிழ ,வைத்த என் தலைவா..
வாழ்க நீ பல்லாண்டு "
805,thirupathi7927,1 year ago,"70s Kamal
80s Kamal Anna 
90s Kamal sir 
20k Andavar .... 
Lokesh universal....
Best screenplay in India My Lokesh Anna .... Congratulations Bro"
806,chennaitamilans9807,1 year ago (edited),Ani and Kamal sir just hammered in our heads...what. A song 
807,ulrichselvam5843,1 year ago,எத்தனை தலைமுறை கடந்தாலும் ஒருவனும் ஆண்டவனுக்கு நிகராக மாட்டான் ஆண்டவரோட குரலுக்கும் வயசாகல அவரோட நடிப்புகும் 
808,Crazyboy-pu2ub,1 year ago,Look how energetic he is  even at this age ️. Also I noticed that this video is a extending version of the song because there are some shots which isn't in the movie version.
809,user-mh9ly2en6p,1 year ago,"Will Watch One More Time in THEATRE Even After OTT release 
Theatre Experience is something else"
810,swaminathannarayanan3848,1 year ago,Superb dance and great choreography.. Simply superb by our Ulaganayagan Kamal sir vikram 
811,suryadm5232,1 year ago,2:31 that step amazing
812,shekarkranthi,1 year ago,Goosbumps song. What a song  and mass dance 
813,ramdasr1216,1 year ago,I really don't know when I come in this age I can even  go to a theatre and watch a movie !!!!! What an energy...Kamal sir ️️
814,evilmindedguy9287,1 year ago,2:25 where andavar goes out of breath takes his time and joining again at 2:31 is the best of the song ️
815,naveenkumar213,1 year ago,See the grace and ease in his dance in 60's . 
816,kevinsanthosh1283,1 year ago (edited),0:40 goosebumps
817,mastershifu9330,1 year ago (edited),Yes finally we got the full cut of the song because the theatrical version had only up to 1:54 with kamal's nice swag and dance 
818,tonybright785,1 year ago,Legendary performance.. Each and every gesture of the KH shows his legacy.. Sir love n respect from UK. Thankyou for making my childhood awesome  also
819,TAMILVIPS785,1 year ago,100 தடவை பாத்தாலும் சலிக்காத நடனம்
820,TipsFromMoni,1 year ago,He deserves all these success ...️️..... more to reach in his feet ....#Vikram
821,shyjukadakkal5965,8 months ago,Super
822,thangaselvam6368,1 year ago (edited),"முழு பாடலும் வெளியாகதது ஏமாற்றமே.
Screenல் பார்க்காத அந்த 40 second உலகநாயகனின் ஆட்டம் ஆறுதல் தந்தது.."
823,pradeepkumarp3490,4 months ago,Super song it's. A very interesting
824,Rolex_Meiyar,1 year ago,இந்த பாட்டு யா௫க்கெல்லாம் ரொம்ப பிடிக்கும்...
825,sssmartprinting5603,3 months ago,️️️️
826,sharadwatmondal1586,1 year ago,Congratulations! Pathala Pathala is now on 6th position in YouTube global music chart Ulaganayagan 
827,denishrajan4488,6 months ago,Kamal sir is kamal Great Actor
828,SR_TAMILAN,5 months ago,
829,balajibala800,1 year ago,எத்தனை முறை கேட்டாலும் சலிக்காத பாடல்.
830,posinasai3915.,11 months ago,Super bro
831,royanalexander6668,10 months ago,super
832,chennaihelpinghands8063,1 year ago,"The only living legendary actor of The world cinema,"
833,ibruibru6310,10 months ago,Wow 
834,shaikmubarak4202,2 months ago,Super ️
835,priya7182,1 year ago,What a lyrics  I love it Kamal sir dance
836,sharonaugustine1514,10 months ago,Kamal..
837,commetoli6652,1 year ago,Age is just number what a performance ️
838,MCANIK572,3 months ago,Pathala Pathala Fan From Bangladesh  🇧🇩🇮🇳
839,shyams6,1 day ago,Aandavar 
840,senjay82,1 year ago (edited),1:09 to 1:39 @68 man does single take and having a blast. Absolute legend 
841,babithakt7811,11 months ago,Top Vikram song
842,sovammadanaboyina8553,10 months ago (edited),Who are all fans of Kamal Hassan just like
843,harshavardhanvepa6141,1 year ago,"Unmatchable energy of Kamal sir just rocking 
Proud to have u sir "
844,ibruibru6310,10 months ago,Super Kamal sir
845,ChenkiThe,7 months ago,NICE
846,shaikhahmed7524,5 months ago,Nice Score Lets See What magic will Anirudh Create For SRK Jawan
847,nayanmenon5084,1 year ago,Love this song & absolutely loved the movie as well.
848,rainbowdrawing699,9 months ago,First time also i addicted
849,FiTime,12 days ago,
850,subradip,1 year ago,Not a big fan of his religious and political opinions but on screen he's really a champ! At 67 he is packing a solid punch. Don't understand Tamil as I'm Bengali but saw the hindi version of Vikram and I really liked it. Ulaga Nayagan of cinema.
851,tuskitawaytj1721,10 months ago,ULAGANAYAGAN KAMAL HAASAN GREAT 
852,subedhabegam1886,6 months ago,யாருக்கெல்லாம் இந்த பாட்டு புடிக்கும்
853,azzuasar,1 year ago," Addicted that Signature step 
0:09 to 0:24 "
854,muhamuh2111,10 months ago,Soopr. Song
855,ankushff4459,7 months ago,
856,Kumar-ml2ec,1 year ago,பாடல் முழுவதும் வரும் என்று நினைத்து வந்து ஏமார்ந்த அனைத்து ஆண்டவர் ரசிகர்கள் சார்பாக வாழ்த்துக்கள் 
857,gowthamishruthik4412,1 month ago,Kamal
858,Rahul-mb1nc,10 months ago,
859,jayjay-jb6xh,1 year ago (edited),"Long live 200 years with same energy, because we have one kamal only "
860,angaanavideoanupirikavarun5391,10 months ago,"சuper song, this song"
861,chinmaymhashelkar1082,6 months ago,Nearing 70 but energy more than 25 year old
862,antiquealbum9366,1 year ago,Dance  movement super what a energy level at dis age
863,LEAFTECHMEDILIFE,8 months ago,Adipoli
864,sivansivan8937,9 months ago,Selma naluka dance and padam hero power is Vikram is thalava Mr bean and Rowan Atkinson  and Amar and Rolex and vilain Vijay sethupathi  very good .
865,u.a.logesh7733,1 year ago,Onto the vibe directly............... 
866,athulvenugopal9518,5 months ago,
867,brindhanandagopalan33,4 months ago,
868,timetraveller1991,1 year ago,I don’t know how many times watchedreally loved kamal sir perfomance and choreographer
869,vinayagaappa7204,11 months ago,I love
870,binod.n.rajanrajan3705,3 months ago,
871,bommarajusaisandeep9014,1 year ago,age is a just number for him.. fantastic mass steps delivered by him is like.. 
872,chethann3387,10 months ago,Love from Karnataka
873,munavarbasha5840,1 month ago,Super
874,anniexavier3709,1 year ago,"such a graceful,elegant energetic and charming performance by Kamal sir"
875,shakthivel5607,1 year ago (edited),"Well! Everyone is praising Kamal sir for this amazing performance
. But i can feel the real pain when he shot for this song, he said that he has rod on his leg but still danced to satisfy director and choreographer expectation. 

Lokesh sir said that before the song shoot his leg was like a beetroot. But still danced forgetting his pain. 

A true legend and his passion for cinema is unremarkable. 

We are proud to have a person like this."
876,mansooralimuhammad,2 months ago,
877,asiffariffin9619,2 months ago,
878,trollwood,1 year ago,"The song which has been ruling our playlist from may
Love from Kerala.. Aandavar Aattam"
879,fireball1174,5 months ago,Love from Assam
880,keshakeshan-ot9sh,2 months ago,
881,mmantra91,1 year ago,Aandavar Vera Level
882,balubalu4208,10 months ago,Super dance Kamal sir
883,sonicthehedgehog3450,1 year ago (edited),படுத்துகொண்டு போன் பார்க்கும்போது தவறி முகத்தில் விழுந்த ரசிகர்கள் சார்பாக பாடல் வெற்றி பெற வாழ்த்துகள்...
884,prasannarahul4581,6 months ago,Aandavar 
885,lakshmislakshmi6974,9 months ago,Super song
886,hashimlateef2513,4 months ago,tamil songs my favourite
887,nubaimamai2970,8 months ago,Pattala pattala part 2 eduga Love form Sri Lanka ️
888,karthik0507,1 year ago,"His energy, hats off"
889,jkarthik1920,10 months ago,Full song vidungapa 
890,sivansivan8937,9 months ago,O my god first indian is padam hero Vikram is thalava Mr bean and vilain enemy is Vijay sethupathi  super padam very much
891,simonreingsmks6835,1 year ago,The lyrics of this song are awesome and it can be released in all languages He has sung about the state of the country Why did you cut it
892,khamarpatelkp9797,10 months ago,That Marshall Speaker of Rolex 
